date,spd,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,P_batt_W,P_mech_W
2022-09-04 12:19:38+00:00,23.17769194,,,,,192.82358329643412,0.0
2022-09-04 12:19:40+00:00,23.44479938,,,,,196.99165459351042,0.0
2022-09-04 12:19:42+00:00,23.71292438,,,,,197.48769608859482,0.0
2022-09-04 12:19:44+00:00,23.98182836,,,,,165.16080075289733,0.0
2022-09-04 12:19:46+00:00,24.10386317,,,,,106.29719476623025,0.0
2022-09-04 12:19:48+00:00,23.08214343,,,,,54.943905393229514,0.0
2022-09-04 12:19:50+00:00,22.22583123,,,,,53.54889939657109,0.0
2022-09-04 12:19:52+00:00,21.74179211,,,,,86.72151993327968,0.0
2022-09-04 12:19:54+00:00,21.56085274,,,,,114.76147299971653,0.0
2022-09-04 12:19:56+00:00,21.53421547,,,,,146.22500104488017,0.0
2022-09-04 12:19:58+00:00,21.56202091,,,,,181.17203869817914,0.0
2022-09-04 12:20:00+00:00,22.28951101,,,,,201.61271337884392,0.0
2022-09-04 12:20:02+00:00,22.88129631,,,,,174.2206283159941,0.0
2022-09-04 12:20:04+00:00,22.7210753,,,,,107.9520568104268,0.0
2022-09-04 12:20:06+00:00,22.13938091,,,,,53.15852913597997,0.0
2022-09-04 12:20:08+00:00,21.33292663,,,,,0.0,9.370259842128398
2022-09-04 12:20:10+00:00,20.39791528,,,,,0.0,26.1410465800933
2022-09-04 12:20:12+00:00,19.38382175,,,,,-33.094500836475234,0.0
2022-09-04 12:20:14+00:00,18.31777842,,,,,-40.893122368894545,0.0
2022-09-04 12:20:16+00:00,17.2157821,,,,,-39.34534321536518,0.0
2022-09-04 12:20:18+00:00,15.9773159,,,,,0.0,17.719183080191147
2022-09-04 12:20:20+00:00,15.33069078,,,,,59.388785019545516,0.0
2022-09-04 12:20:22+00:00,15.70174576,,,,,94.99539524616834,0.0
2022-09-04 12:20:24+00:00,16.14774896,,,,,78.90031446500561,0.0
2022-09-04 12:20:26+00:00,15.93104663,,,,,0.20793679765972065,0.0
2022-09-04 12:20:28+00:00,14.69034844,,,,,0.0,24.630037857525608
2022-09-04 12:20:30+00:00,13.92357938,,,,,0.0,19.766070442673477
2022-09-04 12:20:32+00:00,13.27583426,,,,,0.0,0.8365015770590134
2022-09-04 12:20:34+00:00,12.90346341,,,,,65.7687736244864,0.0
2022-09-04 12:20:36+00:00,12.92048,,,,,115.34368105566868,0.0
2022-09-04 12:20:38+00:00,14.2156662,,,,,153.1220522293248,0.0
2022-09-04 12:20:40+00:00,15.65170358,,,,,146.5255496846422,0.0
2022-09-04 12:20:42+00:00,15.60445628,,,,,109.36385013749047,0.0
2022-09-04 12:20:44+00:00,15.51061133,,,,,102.00965043071274,0.0
2022-09-04 12:20:46+00:00,16.07003588,,,,,121.45441776673334,0.0
2022-09-04 12:20:48+00:00,16.4869847,,,,,110.53637913217575,0.0
2022-09-04 12:20:50+00:00,16.83077657,,,,,69.39987528982648,0.0
2022-09-04 12:20:52+00:00,16.08171227,,,,,1.3590446128599976,0.0
2022-09-04 12:20:54+00:00,15.24064105,,,,,0.0,2.4267433142622883
2022-09-04 12:20:56+00:00,14.81659932,,,,,61.58928056957556,0.0
2022-09-04 12:20:58+00:00,14.82269805,,,,,98.88990174179436,0.0
2022-09-04 12:21:00+00:00,15.46822409,,,,,128.61843270175066,0.0
2022-09-04 12:21:02+00:00,16.03051975,,,,,149.58777139551546,0.0
2022-09-04 12:21:04+00:00,16.59834087,,,,,160.06176482382156,0.0
2022-09-04 12:21:06+00:00,17.60498215,,,,,164.07374094234817,0.0
2022-09-04 12:21:08+00:00,18.03931379,,,,,151.2552616219629,0.0
2022-09-04 12:21:10+00:00,18.29150645,,,,,147.5560847037848,0.0
2022-09-04 12:21:12+00:00,18.65680554,,,,,166.195806085221,0.0
2022-09-04 12:21:14+00:00,19.38876423,,,,,186.08977737842335,0.0
2022-09-04 12:21:16+00:00,20.08494233,,,,,185.71160707993442,0.0
2022-09-04 12:21:18+00:00,20.52676565,,,,,158.06971234785408,0.0
2022-09-04 12:21:20+00:00,20.71336278,,,,,98.28509136792229,0.0
2022-09-04 12:21:22+00:00,20.39831561,,,,,0.0,9.053915987624574
2022-09-04 12:21:24+00:00,18.9619668,,,,,-42.4729444376839,0.0
2022-09-04 12:21:26+00:00,17.45482812,,,,,0.0,1.9433100120478877
2022-09-04 12:21:28+00:00,16.89835366,,,,,125.20587476324246,0.0
2022-09-04 12:21:30+00:00,18.75918609,,,,,188.43032621221167,0.0
2022-09-04 12:21:32+00:00,19.62427325,,,,,109.66654642312196,0.0
2022-09-04 12:21:34+00:00,18.92934718,,,,,-82.89202551408559,0.0
2022-09-04 12:21:36+00:00,16.51033408,,,,,-181.22548907134924,0.0
2022-09-04 12:21:38+00:00,12.43459689,,,,,-160.4670150667946,0.0
2022-09-04 12:21:40+00:00,8.962105122,,,,,-84.33578721585098,0.0
2022-09-04 12:21:42+00:00,7.68545882,,,,,-28.33160056665923,0.0
2022-09-04 12:21:44+00:00,7.355594086,,,,,36.234381617982024,0.0
2022-09-04 12:21:46+00:00,7.4725888,,,,,51.10288115037333,0.0
2022-09-04 12:21:48+00:00,7.818656169,,,,,51.936177488690994,0.0
2022-09-04 12:21:50+00:00,7.833194348,,,,,34.30660402153357,0.0
2022-09-04 12:21:52+00:00,7.564756687,,,,,0.0,9.75422704865412
2022-09-04 12:21:54+00:00,6.221262706,,,,,0.0,3.1007131444367158
2022-09-04 12:21:56+00:00,6.048739228,,,,,70.83536404982624,0.0
2022-09-04 12:21:58+00:00,6.985812069,,,,,155.3717522772665,0.0
2022-09-04 12:22:00+00:00,11.36835785,,,,,333.536730998485,0.0
2022-09-04 12:22:02+00:00,16.2798442,,,,,474.6417102585714,0.0
2022-09-04 12:22:04+00:00,19.41444664,,,,,406.17944235671143,0.0
2022-09-04 12:22:06+00:00,20.70037821,,,,,264.46360562936536,0.0
2022-09-04 12:22:08+00:00,20.86944237,,,,,182.2497909363527,0.0
2022-09-04 12:22:10+00:00,21.16625702,,,,,168.19608408454752,0.0
2022-09-04 12:22:12+00:00,21.49256564,,,,,175.90195134221938,0.0
2022-09-04 12:22:14+00:00,21.81109335,,,,,179.16246053983198,0.0
2022-09-04 12:22:16+00:00,22.11016948,,,,,180.7853608673023,0.0
2022-09-04 12:22:18+00:00,22.38835552,,,,,181.96932624526204,0.0
2022-09-04 12:22:20+00:00,22.64788203,,,,,183.19648143775783,0.0
2022-09-04 12:22:22+00:00,22.89193767,,,,,187.62622149561454,0.0
2022-09-04 12:22:24+00:00,23.12362188,,,,,212.47216987396865,0.0
2022-09-04 12:22:26+00:00,23.4687581,,,,,254.89155068025104,0.0
2022-09-04 12:22:28+00:00,24.49769149,,,,,284.76420942708904,0.0
2022-09-04 12:22:30+00:00,25.40044858,,,,,259.29598137426274,0.0
2022-09-04 12:22:32+00:00,25.47716168,,,,,186.32766202662035,0.0
2022-09-04 12:22:34+00:00,25.20801001,,,,,110.0021845584426,0.0
2022-09-04 12:22:36+00:00,24.69310988,,,,,40.26199863994583,0.0
2022-09-04 12:22:38+00:00,23.44381879,,,,,0.0,28.70096783054207
2022-09-04 12:22:40+00:00,21.95205722,,,,,0.0,16.22652557643572
2022-09-04 12:22:42+00:00,21.35090174,,,,,67.28501562697102,0.0
2022-09-04 12:22:44+00:00,21.18899183,,,,,116.96026146452527,0.0
2022-09-04 12:22:46+00:00,21.25554612,,,,,144.6979141524641,0.0
2022-09-04 12:22:48+00:00,21.44909245,,,,,162.3311029161155,0.0
2022-09-04 12:22:50+00:00,21.71856666,,,,,175.1548164282963,0.0
2022-09-04 12:22:52+00:00,22.03670632,,,,,185.61092198626793,0.0
2022-09-04 12:22:54+00:00,22.38789799,,,,,194.86554142103512,0.0
2022-09-04 12:22:56+00:00,22.7625251,,,,,203.50100465949825,0.0
2022-09-04 12:22:58+00:00,23.15426387,,,,,211.82553200431693,0.0
2022-09-04 12:23:00+00:00,23.55873437,,,,,220.01434394964713,0.0
2022-09-04 12:23:02+00:00,23.97278844,,,,,228.17524059792788,0.0
2022-09-04 12:23:04+00:00,24.39410695,,,,,236.3798573879334,0.0
2022-09-04 12:23:06+00:00,24.82095488,,,,,225.3922285427825,0.0
2022-09-04 12:23:08+00:00,25.25202185,,,,,195.61060704445353,0.0
2022-09-04 12:23:10+00:00,24.96690847,,,,,155.57135060975654,0.0
2022-09-04 12:23:12+00:00,24.72587659,,,,,122.09968946647088,0.0
2022-09-04 12:23:14+00:00,24.47387487,,,,,121.67129613144036,0.0
2022-09-04 12:23:16+00:00,23.69882808,,,,,140.21519977177527,0.0
2022-09-04 12:23:18+00:00,24.05050989,,,,,191.58034637508888,0.0
2022-09-04 12:23:20+00:00,24.326863,,,,,224.17860094606746,0.0
2022-09-04 12:23:22+00:00,24.87552704,,,,,190.148436590825,0.0
2022-09-04 12:23:24+00:00,24.99426597,,,,,92.47363621003736,0.0
2022-09-04 12:23:26+00:00,23.87545847,,,,,0.0,5.32621532375987
2022-09-04 12:23:28+00:00,22.00020907,,,,,51.372071152638604,0.0
2022-09-04 12:23:30+00:00,22.26731573,,,,,156.36194799960725,0.0
2022-09-04 12:23:32+00:00,22.69709738,,,,,236.40866411171896,0.0
2022-09-04 12:23:34+00:00,23.77715796,,,,,222.52815741461694,0.0
2022-09-04 12:23:36+00:00,24.16949655,,,,,132.3036364686942,0.0
2022-09-04 12:23:38+00:00,23.20358704,,,,,0.0,3.8104248999454753
2022-09-04 12:23:40+00:00,21.89597369,,,,,-39.99796614115805,0.0
2022-09-04 12:23:42+00:00,20.72634653,,,,,-40.82404144666852,0.0
2022-09-04 12:23:44+00:00,19.60648904,,,,,0.0,9.734589381507291
2022-09-04 12:23:46+00:00,18.60628809,,,,,79.82280939460196,0.0
2022-09-04 12:23:48+00:00,19.34481639,,,,,130.54459253407927,0.0
2022-09-04 12:23:50+00:00,19.67530249,,,,,126.77724072834336,0.0
2022-09-04 12:23:52+00:00,19.49297807,,,,,83.54061625118511,0.0
2022-09-04 12:23:54+00:00,19.05888773,,,,,54.227493285156,0.0
2022-09-04 12:23:56+00:00,18.49464115,,,,,38.005247695241174,0.0
2022-09-04 12:23:58+00:00,17.85856684,,,,,0.0,3.592967936138831
2022-09-04 12:24:00+00:00,17.17986526,,,,,0.0,9.358933312387112
2022-09-04 12:24:02+00:00,16.47402311,,,,,0.0,13.420555669101471
2022-09-04 12:24:04+00:00,15.74984408,,,,,0.0,16.38260527166825
2022-09-04 12:24:06+00:00,15.01271151,,,,,0.0,18.557740674140415
2022-09-04 12:24:08+00:00,14.26614387,,,,,0.0,20.121800247428137
2022-09-04 12:24:10+00:00,13.51256695,,,,,0.0,21.183812490323543
2022-09-04 12:24:12+00:00,12.75371886,,,,,0.0,21.8181534044587
2022-09-04 12:24:14+00:00,11.99087738,,,,,0.0,22.079834677094432
2022-09-04 12:24:16+00:00,11.2249973,,,,,0.0,15.931810988868707
2022-09-04 12:24:18+00:00,10.45679916,,,,,59.53671621168106,0.0
2022-09-04 12:24:20+00:00,10.29949932,,,,,126.48359420903317,0.0
2022-09-04 12:24:22+00:00,13.2506222,,,,,224.45410088358852,0.0
2022-09-04 12:24:24+00:00,15.18666981,,,,,275.234752925534,0.0
2022-09-04 12:24:26+00:00,16.85656407,,,,,293.4414565376367,0.0
2022-09-04 12:24:28+00:00,18.90684353,,,,,312.81097012310033,0.0
2022-09-04 12:24:30+00:00,20.85329407,,,,,253.39635461601904,0.0
2022-09-04 12:24:32+00:00,21.34757402,,,,,90.1981727974482,0.0
2022-09-04 12:24:34+00:00,20.14889488,,,,,-74.61443722598084,0.0
2022-09-04 12:24:36+00:00,17.71738407,,,,,-157.6329611304013,0.0
2022-09-04 12:24:38+00:00,15.57589809,,,,,-199.6419708924325,0.0
2022-09-04 12:24:40+00:00,11.10084669,,,,,-158.2965773935711,0.0
2022-09-04 12:24:42+00:00,7.495371729,,,,,-80.6123652470741,0.0
2022-09-04 12:24:44+00:00,5.512694694,,,,,0.0,20.985732976658433
2022-09-04 12:24:46+00:00,5.731557887,,,,,39.68109626704502,0.0
2022-09-04 12:24:48+00:00,6.814839735,,,,,38.813781929352295,0.0
2022-09-04 12:24:50+00:00,5.735784634,,,,,0.0,12.441026299659718
2022-09-04 12:24:52+00:00,4.625717538,,,,,0.0,15.658627669670969
2022-09-04 12:24:54+00:00,3.706512736,,,,,0.0,6.195932872379557
2022-09-04 12:24:56+00:00,3.331317256,,,,,25.041165046637932,0.0
2022-09-04 12:24:58+00:00,3.506617415,,,,,43.34178820060538,0.0
2022-09-04 12:25:00+00:00,3.975580132,,,,,51.21584586285592,0.0
2022-09-04 12:25:02+00:00,4.612573505,,,,,58.64234210874416,0.0
2022-09-04 12:25:04+00:00,5.352968797,,,,,66.19271986498207,0.0
2022-09-04 12:25:06+00:00,6.161310494,,,,,74.22076379752157,0.0
2022-09-04 12:25:08+00:00,7.016686684,,,,,85.31397723209358,0.0
2022-09-04 12:25:10+00:00,7.933857226,,,,,94.88493595441217,0.0
2022-09-04 12:25:12+00:00,9.218784542,,,,,99.61431250216651,0.0
2022-09-04 12:25:14+00:00,9.819560433,,,,,94.6681502979347,0.0
2022-09-04 12:25:16+00:00,10.25484002,,,,,94.7913977534732,0.0
2022-09-04 12:25:18+00:00,11.0107737,,,,,104.5785366258707,0.0
2022-09-04 12:25:20+00:00,11.82656705,,,,,108.38657825940162,0.0
2022-09-04 12:25:22+00:00,12.39177802,,,,,101.23406374020746,0.0
2022-09-04 12:25:24+00:00,12.75854379,,,,,92.11601833691736,0.0
2022-09-04 12:25:26+00:00,13.01997031,,,,,86.43847693358228,0.0
2022-09-04 12:25:28+00:00,13.22145548,,,,,83.41704411367998,0.0
2022-09-04 12:25:30+00:00,13.38625208,,,,,81.76505692460286,0.0
2022-09-04 12:25:32+00:00,13.52704967,,,,,80.85560108117622,0.0
2022-09-04 12:25:34+00:00,13.65129108,,,,,80.37647650246724,0.0
2022-09-04 12:25:36+00:00,13.76366472,,,,,80.16549675950506,0.0
2022-09-04 12:25:38+00:00,13.86731121,,,,,80.13320069117228,0.0
2022-09-04 12:25:40+00:00,13.96443559,,,,,84.00898929486138,0.0
2022-09-04 12:25:42+00:00,14.05663742,,,,,84.18444624892759,0.0
2022-09-04 12:25:44+00:00,14.41127809,,,,,91.39787026474514,0.0
2022-09-04 12:25:46+00:00,14.22825676,,,,,97.18954995677291,0.0
2022-09-04 12:25:48+00:00,14.93359107,,,,,106.7328105911016,0.0
2022-09-04 12:25:50+00:00,15.16048724,,,,,106.62019790424253,0.0
2022-09-04 12:25:52+00:00,15.37719402,,,,,89.18640931881606,0.0
2022-09-04 12:25:54+00:00,15.55617489,,,,,70.23223876502054,0.0
2022-09-04 12:25:56+00:00,15.08994074,,,,,61.06659133150984,0.0
2022-09-04 12:25:58+00:00,14.72194517,,,,,73.72007711461804,0.0
2022-09-04 12:26:00+00:00,15.0552316,,,,,106.97104872819466,0.0
2022-09-04 12:26:02+00:00,15.40549161,,,,,130.57522817849983,0.0
2022-09-04 12:26:04+00:00,16.25573309,,,,,120.7139729737484,0.0
2022-09-04 12:26:06+00:00,16.67134654,,,,,69.56588419036073,0.0
2022-09-04 12:26:08+00:00,15.8454251,,,,,0.0,16.514786437793546
2022-09-04 12:26:10+00:00,14.64768988,,,,,0.0,26.42698278181979
2022-09-04 12:26:12+00:00,13.88183985,,,,,0.0,5.337087717877267
2022-09-04 12:26:14+00:00,13.61963436,,,,,53.97738380370493,0.0
2022-09-04 12:26:16+00:00,13.60994445,,,,,72.5352498074599,0.0
2022-09-04 12:26:18+00:00,13.73443687,,,,,83.27897681804278,0.0
2022-09-04 12:26:20+00:00,13.9353738,,,,,90.40857367513506,0.0
2022-09-04 12:26:22+00:00,14.18315463,,,,,95.79483725422823,0.0
2022-09-04 12:26:24+00:00,14.46160746,,,,,100.30498425785188,0.0
2022-09-04 12:26:26+00:00,14.7612356,,,,,104.3581936854421,0.0
2022-09-04 12:26:28+00:00,15.07605035,,,,,108.16769256778873,0.0
2022-09-04 12:26:30+00:00,15.40203644,,,,,111.84912519040444,0.0
2022-09-04 12:26:32+00:00,15.73637298,,,,,115.47014138409409,0.0
2022-09-04 12:26:34+00:00,16.07701279,,,,,134.5480581775912,0.0
2022-09-04 12:26:36+00:00,16.4224385,,,,,195.4051472856032,0.0
2022-09-04 12:26:38+00:00,17.7003592,,,,,261.18329221906924,0.0
2022-09-04 12:26:40+00:00,20.41391044,,,,,291.14716531935426,0.0
2022-09-04 12:26:42+00:00,20.84813746,,,,,207.056144199484,0.0
2022-09-04 12:26:44+00:00,21.0371482,,,,,117.27941282458067,0.0
2022-09-04 12:26:46+00:00,20.75254401,,,,,72.7168941868508,0.0
2022-09-04 12:26:48+00:00,19.99718078,,,,,55.493084688658485,0.0
2022-09-04 12:26:50+00:00,19.41078538,,,,,70.58240578188202,0.0
2022-09-04 12:26:52+00:00,19.327776,,,,,91.19526578782029,0.0
2022-09-04 12:26:54+00:00,19.33037142,,,,,94.5915718409691,0.0
2022-09-04 12:26:56+00:00,19.06454997,,,,,105.7697987680383,0.0
2022-09-04 12:26:58+00:00,18.83178565,,,,,127.3677050382091,0.0
2022-09-04 12:27:00+00:00,19.66882778,,,,,142.34456244459938,0.0
2022-09-04 12:27:02+00:00,19.78594267,,,,,115.74594855457381,0.0
2022-09-04 12:27:04+00:00,19.47584339,,,,,92.50656806602083,0.0
2022-09-04 12:27:06+00:00,19.03069459,,,,,116.73565300849948,0.0
2022-09-04 12:27:08+00:00,19.41555004,,,,,167.18202783027567,0.0
2022-09-04 12:27:10+00:00,20.26364972,,,,,195.9602003842391,0.0
2022-09-04 12:27:12+00:00,20.96707647,,,,,179.51673098218106,0.0
2022-09-04 12:27:14+00:00,21.03605721,,,,,148.82004935245752,0.0
2022-09-04 12:27:16+00:00,21.00411613,,,,,133.17993417572944,0.0
2022-09-04 12:27:18+00:00,21.15813841,,,,,120.70609467111663,0.0
2022-09-04 12:27:20+00:00,21.07921825,,,,,91.41458907201722,0.0
2022-09-04 12:27:22+00:00,20.54850693,,,,,59.2520114306034,0.0
2022-09-04 12:27:24+00:00,19.88674541,,,,,45.085278179420165,0.0
2022-09-04 12:27:26+00:00,19.30058019,,,,,42.16362110893079,0.0
2022-09-04 12:27:28+00:00,18.79067065,,,,,21.80874853053953,0.0
2022-09-04 12:27:30+00:00,18.13005369,,,,,0.0,12.51120316210624
2022-09-04 12:27:32+00:00,17.27507634,,,,,0.0,13.722413711828931
2022-09-04 12:27:34+00:00,16.29828765,,,,,48.69585578866006,0.0
2022-09-04 12:27:36+00:00,16.18888113,,,,,102.28093609714406,0.0
2022-09-04 12:27:38+00:00,16.91082946,,,,,168.98898530014057,0.0
2022-09-04 12:27:40+00:00,17.64964484,,,,,222.0187401559251,0.0
2022-09-04 12:27:42+00:00,19.2759373,,,,,258.80645108560935,0.0
2022-09-04 12:27:44+00:00,20.58446164,,,,,246.24839235030188,0.0
2022-09-04 12:27:46+00:00,21.22289246,,,,,184.97811851645514,0.0
2022-09-04 12:27:48+00:00,21.32337424,,,,,127.40520608496341,0.0
2022-09-04 12:27:50+00:00,20.98644952,,,,,95.4840746532449,0.0
2022-09-04 12:27:52+00:00,20.63313882,,,,,82.30648923832311,0.0
2022-09-04 12:27:54+00:00,20.41417301,,,,,82.39091378970987,0.0
2022-09-04 12:27:56+00:00,19.92019337,,,,,86.62671859663006,0.0
2022-09-04 12:27:58+00:00,19.81390974,,,,,98.22775363534303,0.0
2022-09-04 12:28:00+00:00,19.75031506,,,,,108.81775627221492,0.0
2022-09-04 12:28:02+00:00,19.71665501,,,,,111.47417287159318,0.0
2022-09-04 12:28:04+00:00,19.69979602,,,,,113.14953123150977,0.0
2022-09-04 12:28:06+00:00,19.69308137,,,,,114.19580193992272,0.0
2022-09-04 12:28:08+00:00,19.69292507,,,,,112.821181222907,0.0
2022-09-04 12:28:10+00:00,19.69725292,,,,,101.2668887812907,0.0
2022-09-04 12:28:12+00:00,19.60170382,,,,,78.16493137838175,0.0
2022-09-04 12:28:14+00:00,19.1177604,,,,,58.548612632727526,0.0
2022-09-04 12:28:16+00:00,18.49328307,,,,,65.2821628265159,0.0
2022-09-04 12:28:18+00:00,18.19655775,,,,,82.55459027107717,0.0
2022-09-04 12:28:20+00:00,18.47797442,,,,,91.09089290625008,0.0
2022-09-04 12:28:22+00:00,18.1259251,,,,,79.92313472017504,0.0
2022-09-04 12:28:24+00:00,17.8990882,,,,,75.60169966940371,0.0
2022-09-04 12:28:26+00:00,17.65342562,,,,,87.43741854271495,0.0
2022-09-04 12:28:28+00:00,17.67850064,,,,,91.2781842994224,0.0
2022-09-04 12:28:30+00:00,17.82545751,,,,,72.4228469938464,0.0
2022-09-04 12:28:32+00:00,17.40854472,,,,,45.589522753460116,0.0
2022-09-04 12:28:34+00:00,16.50309722,,,,,21.857067004342703,0.0
2022-09-04 12:28:36+00:00,16.20298611,,,,,37.37267383055858,0.0
2022-09-04 12:28:38+00:00,15.80496573,,,,,39.17991179684991,0.0
2022-09-04 12:28:40+00:00,15.12974624,,,,,0.0,14.99643391494482
2022-09-04 12:28:42+00:00,14.8070171,,,,,-36.61573344163514,0.0
2022-09-04 12:28:44+00:00,13.00925461,,,,,-31.36095494808875,0.0
2022-09-04 12:28:46+00:00,11.81170679,,,,,38.777274358830766,0.0
2022-09-04 12:28:48+00:00,12.42361064,,,,,98.99863417207136,0.0
2022-09-04 12:28:50+00:00,13.47513904,,,,,129.7404774409634,0.0
2022-09-04 12:28:52+00:00,14.09208372,,,,,122.7537717606136,0.0
2022-09-04 12:28:54+00:00,14.50510955,,,,,114.77155494421817,0.0
2022-09-04 12:28:56+00:00,14.85177943,,,,,115.64110536937811,0.0
2022-09-04 12:28:58+00:00,15.38176178,,,,,93.46999485283267,0.0
2022-09-04 12:29:00+00:00,15.73948819,,,,,49.926248861680975,0.0
2022-09-04 12:29:02+00:00,14.44004159,,,,,0.0,15.327879227344836
2022-09-04 12:29:04+00:00,13.72146754,,,,,0.0,6.871264687898798
2022-09-04 12:29:06+00:00,13.26486584,,,,,79.01511216208725,0.0
2022-09-04 12:29:08+00:00,13.54916294,,,,,142.01092925081264,0.0
2022-09-04 12:29:10+00:00,15.40063692,,,,,216.4154363364156,0.0
2022-09-04 12:29:12+00:00,16.76612152,,,,,251.34495370118458,0.0
2022-09-04 12:29:14+00:00,18.48272893,,,,,235.8172385415843,0.0
2022-09-04 12:29:16+00:00,19.5965282,,,,,169.40180321859566,0.0
2022-09-04 12:29:18+00:00,19.35452307,,,,,65.56842330245709,0.0
2022-09-04 12:29:20+00:00,18.61623099,,,,,0.0,25.29817067870709
2022-09-04 12:29:22+00:00,17.13566403,,,,,-33.45904408740243,0.0
2022-09-04 12:29:24+00:00,16.42162249,,,,,-47.22212256895446,0.0
2022-09-04 12:29:26+00:00,15.59219917,,,,,-52.47273496304126,0.0
2022-09-04 12:29:28+00:00,13.20289725,,,,,0.0,14.9046133654434
2022-09-04 12:29:30+00:00,12.95957699,,,,,101.77792719580135,0.0
2022-09-04 12:29:32+00:00,15.07159601,,,,,180.3541478730212,0.0
2022-09-04 12:29:34+00:00,16.36807175,,,,,162.31250349824185,0.0
2022-09-04 12:29:36+00:00,16.30291328,,,,,102.2698076910273,0.0
2022-09-04 12:29:38+00:00,16.16134411,,,,,83.91237398809685,0.0
2022-09-04 12:29:40+00:00,16.21007959,,,,,99.59542996617601,0.0
2022-09-04 12:29:42+00:00,16.3493686,,,,,107.34514901569834,0.0
2022-09-04 12:29:44+00:00,16.93026294,,,,,101.74307251144931,0.0
2022-09-04 12:29:46+00:00,16.65294623,,,,,67.85605408962275,0.0
2022-09-04 12:29:48+00:00,16.51118747,,,,,3.24043906101478,0.0
2022-09-04 12:29:50+00:00,15.50543092,,,,,2.950004652588273,0.0
2022-09-04 12:29:52+00:00,14.73510174,,,,,55.39431508414077,0.0
2022-09-04 12:29:54+00:00,15.3009053,,,,,83.93507645666779,0.0
2022-09-04 12:29:56+00:00,15.29404697,,,,,89.12465563044701,0.0
2022-09-04 12:29:58+00:00,15.1958217,,,,,72.85486615699362,0.0
2022-09-04 12:30:00+00:00,15.42527521,,,,,76.04622410378627,0.0
2022-09-04 12:30:02+00:00,14.74595793,,,,,105.16119744143431,0.0
2022-09-04 12:30:04+00:00,15.43763669,,,,,174.81526522934135,0.0
2022-09-04 12:30:06+00:00,17.07782122,,,,,223.8177112355121,0.0
2022-09-04 12:30:08+00:00,18.96102881,,,,,174.56006350479066,0.0
2022-09-04 12:30:10+00:00,18.56156966,,,,,56.55828274386968,0.0
2022-09-04 12:30:12+00:00,17.3263132,,,,,-27.050892256094304,0.0
2022-09-04 12:30:14+00:00,16.17816085,,,,,0.0,29.437872708597684
2022-09-04 12:30:16+00:00,15.83540751,,,,,0.0,5.803523101891712
2022-09-04 12:30:18+00:00,14.70448873,,,,,61.35702988821874,0.0
2022-09-04 12:30:20+00:00,15.16886939,,,,,107.90498016241759,0.0
2022-09-04 12:30:22+00:00,15.83479545,,,,,152.21635062826462,0.0
2022-09-04 12:30:24+00:00,16.55462504,,,,,162.70167094369236,0.0
2022-09-04 12:30:26+00:00,17.52011067,,,,,150.7350507384406,0.0
2022-09-04 12:30:28+00:00,17.81047332,,,,,100.6845222405268,0.0
2022-09-04 12:30:30+00:00,17.61037189,,,,,38.26186474572422,0.0
2022-09-04 12:30:32+00:00,16.60607715,,,,,0.0,16.89871935703508
2022-09-04 12:30:34+00:00,15.45471334,,,,,7.750152959944472,0.0
2022-09-04 12:30:36+00:00,15.43149319,,,,,77.19419343128989,0.0
