date,spd,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,P_batt_W,P_mech_waste_W,t_s,v_ms,a_smooth,decel_g
2022-09-04 12:19:22+00:00,21.14509404,,,,,122.40003416287392,0.0,34.0,5.8736372333333335,0.031571183564814774,-0.003218265399063687
2022-09-04 12:19:24+00:00,21.37941432,,,,,126.48800886363472,0.0,36.0,5.9387262,0.03304064560185179,-0.0033680576556423844
2022-09-04 12:19:26+00:00,21.6225543,,,,,130.4261451773767,0.0,38.0,6.006265083333333,0.03414750717592585,-0.0034808875816438175
2022-09-04 12:19:28+00:00,21.87238141,,,,,134.27226580551715,0.0,40.0,6.075661502777777,0.03498686134259262,-0.0035664486587760062
2022-09-04 12:19:30+00:00,22.12729926,,,,,138.06635991674398,0.0,42.0,6.146472016666666,0.03562589791666674,-0.003631590001698954
2022-09-04 12:19:32+00:00,22.38610177,,,,,141.83729199714054,0.0,44.0,6.218361602777778,0.036113562962962975,-0.003681301015592556
2022-09-04 12:19:34+00:00,22.64787273,,,,,145.6065352122878,0.0,46.0,6.291075758333333,0.036486221527777696,-0.00371928863687846
2022-09-04 12:19:36+00:00,22.91191386,,,,,149.3903994632218,0.0,48.0,6.364420516666666,0.036771222685185144,-0.003748340742628455
2022-09-04 12:19:38+00:00,23.17769194,,,,,153.2014546714515,0.0,50.0,6.438247761111111,0.03698928634259261,-0.0037705694538830384
2022-09-04 12:19:40+00:00,23.44479938,,,,,157.04949635524963,0.0,52.0,6.512444272222222,0.03715617916666673,-0.0037875819741760167
2022-09-04 12:19:42+00:00,23.71292438,,,,,157.5070470073819,0.0,54.0,6.586923438888888,0.03387037523148151,-0.003452637638275383
2022-09-04 12:19:44+00:00,23.98182836,,,,,127.50692121604786,0.0,56.0,6.661618988888889,0.0006546953703703284,-6.67375504964657e-05
2022-09-04 12:19:46+00:00,24.10386317,,,,,71.89833604767989,0.0,58.0,6.695517547222222,-0.0552494925925926,0.005631956431456941
2022-09-04 12:19:48+00:00,23.08214343,,,,,22.2889519913801,0.0,60.0,6.411706508333332,-0.09532565254629628,0.009717191900743759
2022-09-04 12:19:50+00:00,22.22583123,,,,,20.926409437472646,0.0,62.0,6.173842008333334,-0.08989263310185176,0.009163367288669904
2022-09-04 12:19:52+00:00,21.74179211,,,,,53.11174030275445,0.0,64.0,6.039386697222222,-0.05122468634259255,0.005221680564994144
2022-09-04 12:19:54+00:00,21.56085274,,,,,79.97515408158439,0.0,66.0,5.9891257611111115,-0.02017099444444444,0.002056166610035111
2022-09-04 12:19:56+00:00,21.53421547,,,,,109.75929071091115,0.0,68.0,5.981726519444444,0.01270571921296293,-0.0012951803479065167
2022-09-04 12:19:58+00:00,21.56202091,,,,,142.4121295979787,0.0,70.0,5.989450252777778,0.04804951643518507,-0.004898013907766062
2022-09-04 12:20:00+00:00,22.28951101,,,,,161.30866044484802,0.0,72.0,6.19153083611111,0.05801238958333325,-0.0059135973071695455
2022-09-04 12:20:02+00:00,22.88129631,,,,,135.95219709198832,0.0,74.0,6.355915641666666,0.0233547289351852,-0.002380706313474536
2022-09-04 12:20:04+00:00,22.7210753,,,,,73.47962327143061,0.0,76.0,6.311409805555555,-0.03931712453703695,0.004007861828444133
2022-09-04 12:20:06+00:00,22.13938091,,,,,20.54497917237435,0.0,78.0,6.149828030555556,-0.0896187430555555,0.009135447814021968
2022-09-04 12:20:08+00:00,21.33292663,,,,,-8.433233857915559,0.0,80.0,5.925812952777777,-0.11756294398148144,0.011983990212179555
2022-09-04 12:20:10+00:00,20.39791528,,,,,-23.52694192208397,0.0,82.0,5.666087577777778,-0.13358118912037034,0.013616838850190657
2022-09-04 12:20:12+00:00,19.38382175,,,,,-33.094500836475234,0.0,84.0,5.384394930555556,-0.1434555877314815,0.014623403438479256
2022-09-04 12:20:14+00:00,18.31777842,,,,,-40.893122368894545,0.0,86.0,5.088271783333333,-0.1525147923611112,0.015546869761581162
2022-09-04 12:20:16+00:00,17.2157821,,,,,-39.34534321536518,0.0,88.0,4.782161694444444,-0.14799984930555557,0.015086630917997508
2022-09-04 12:20:18+00:00,15.9773159,,,,,-15.947264772172034,0.0,90.0,4.438143305555555,-0.10419268472222216,0.010621068779023666
2022-09-04 12:20:20+00:00,15.33069078,,,,,26.62503074621341,0.0,92.0,4.2585252166666665,-0.031101927777777687,0.0031704309661343207
2022-09-04 12:20:22+00:00,15.70174576,,,,,61.0704809304729,0.0,94.0,4.361596044444444,0.017842335879629728,-0.0018187906095443146
2022-09-04 12:20:24+00:00,16.14774896,,,,,45.56340731944941,0.0,96.0,4.4854858222222225,-0.009514848842592535,0.0009699132357382808
2022-09-04 12:20:26+00:00,15.93104663,,,,,0.02079367976597207,0.0,98.0,4.425290730555556,-0.07489738194444447,0.007634799382716051
2022-09-04 12:20:28+00:00,14.69034844,,,,,-22.16703407177305,0.0,100.0,4.080652344444444,-0.1129486562500001,0.011513624490316014
2022-09-04 12:20:30+00:00,13.92357938,,,,,-17.78946339840613,0.0,102.0,3.8676609388888887,-0.10282632870370374,0.010481786819949412
2022-09-04 12:20:32+00:00,13.27583426,,,,,-0.7528514193531121,0.0,104.0,3.6877317388888886,-0.0645829724537037,0.006583381493751652
2022-09-04 12:20:34+00:00,12.90346341,,,,,32.83465528538103,0.0,106.0,3.5842953916666667,-0.0014645240740740844,0.00014928889643976394
2022-09-04 12:20:36+00:00,12.92048,,,,,80.52969605685784,0.0,108.0,3.589022222222222,0.08537203958333332,-0.008702552454977912
2022-09-04 12:20:38+00:00,14.2156662,,,,,116.23877773501977,0.0,110.0,3.9487961666666664,0.1257457511574074,-0.012818119384037452
2022-09-04 12:20:40+00:00,15.65170358,,,,,110.04200915888804,0.0,112.0,4.347695438888889,0.09210466226851854,-0.009388854461622685
2022-09-04 12:20:42+00:00,15.60445628,,,,,74.82780992135851,0.0,114.0,4.334571188888889,0.03965919976851847,-0.004042731882621658
2022-09-04 12:20:44+00:00,15.51061133,,,,,67.79646500249193,0.0,116.0,4.308503147222222,0.030112516666666627,-0.003069573564390074
2022-09-04 12:20:46+00:00,16.07003588,,,,,86.34222188228111,0.0,118.0,4.463898855555555,0.050988279166666706,-0.005197581974176015
2022-09-04 12:20:48+00:00,16.4869847,,,,,75.9469260555444,0.0,120.0,4.579717972222222,0.030829667361111184,-0.0031426776107146975
2022-09-04 12:20:50+00:00,16.83077657,,,,,36.361369330549216,0.0,122.0,4.675215713888889,-0.028580260648148077,0.0029133802903310983
2022-09-04 12:20:52+00:00,16.08171227,,,,,0.13590446128599976,0.0,124.0,4.467142297222222,-0.07547502083333331,0.007693682042133874
2022-09-04 12:20:54+00:00,15.24064105,,,,,-2.1840689828360595,0.0,126.0,4.233511402777778,-0.07576832106481479,0.007723580128931171
2022-09-04 12:20:56+00:00,14.81659932,,,,,28.76865189120349,0.0,128.0,4.115722033333333,-0.023875721759259266,0.0024338146543587424
2022-09-04 12:20:58+00:00,14.82269805,,,,,64.80731161253941,0.0,130.0,4.117416125,0.03336813587962961,-0.0034014409663231
2022-09-04 12:21:00+00:00,15.46822409,,,,,93.13851115211342,0.0,132.0,4.296728913888889,0.06920285300925928,-0.007054317330199723
2022-09-04 12:21:02+00:00,16.03051975,,,,,112.92066074845569,0.0,134.0,4.452922152777778,0.09056483518518525,-0.009231889417450076
2022-09-04 12:21:04+00:00,16.59834087,,,,,122.74072234559145,0.0,136.0,4.610650241666667,0.0959618541666667,-0.009782044257560315
2022-09-04 12:21:06+00:00,17.60498215,,,,,126.49160975091766,0.0,138.0,4.890272819444445,0.08569350972222216,-0.008735322091969639
2022-09-04 12:21:08+00:00,18.03931379,,,,,114.48673630772113,0.0,140.0,5.010920497222222,0.0635414113425925,-0.0064772080879299185
2022-09-04 12:21:10+00:00,18.29150645,,,,,111.01115358182804,0.0,142.0,5.080974013888889,0.05558504236111106,-0.005666161300826815
2022-09-04 12:21:12+00:00,18.65680554,,,,,128.47321648333076,0.0,144.0,5.182445983333333,0.07275199814814814,-0.007416105825499301
2022-09-04 12:21:14+00:00,19.38876423,,,,,146.97179856063892,0.0,146.0,5.3857678416666666,0.08480083310185187,-0.00864432549458225
