date,spd,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,P_batt_W,P_mech_waste_W,SoC,Motor_Eff
2022-09-04 13:30:12+00:00,17.53272541,,,,,-43.2204009808092,0.0,0.39609900451550234,0.767778194559542
2022-09-04 13:30:14+00:00,16.23029279,,,,,51.22128969128583,0.0,0.3960420919714009,0.721802365080783
2022-09-04 13:30:16+00:00,16.73134704,,,,,175.37206123524814,0.0,0.3958472341255839,0.811281998952408
2022-09-04 13:30:18+00:00,19.20966927,,,,,253.46952039556152,0.0,0.3955656013251444,0.826689604761376
2022-09-04 13:30:20+00:00,20.2788949,,,,,201.61447425997005,0.0,0.3953415852426333,0.8315201455037532
2022-09-04 13:30:22+00:00,20.39676834,,,,,117.85181611273886,0.0,0.3952106387802858,0.8098598242237012
2022-09-04 13:30:24+00:00,20.13835093,,,,,91.42137237489251,0.0,0.395109059477647,0.7913476312887986
2022-09-04 13:30:26+00:00,20.0572882,,,,,88.21895306484734,0.0,0.39501103841868607,0.7886268769784515
2022-09-04 13:30:28+00:00,20.22757829,,,,,63.89272436958746,0.0,0.39494004650271985,0.7699362081958451
2022-09-04 13:30:30+00:00,19.8054958,,,,,0.0,2.4624192134761285,0.39494004650271985,0.05582622346580434
2022-09-04 13:30:32+00:00,18.72836324,,,,,-38.657616791206195,0.0,0.3949807397783075,0.7726496546900037
2022-09-04 13:30:34+00:00,17.25382292,,,,,-52.794562256270126,0.0,0.39503631471859796,0.7800955257206599
2022-09-04 13:30:36+00:00,15.71390517,,,,,-41.692619436713144,0.0,0.3950802033511991,0.7505375534081649
2022-09-04 13:30:38+00:00,14.61976148,,,,,-21.500766180081783,0.0,0.3951028367209891,0.698239201818887
2022-09-04 13:30:40+00:00,13.96260128,,,,,0.0,9.220361323743273,0.3951028367209891,0.26466951492503515
2022-09-04 13:30:42+00:00,13.52824626,,,,,35.901571812704965,0.0,0.3950629460856417,0.12913368999316913
2022-09-04 13:30:44+00:00,13.21480519,,,,,35.336406916262405,0.0,0.3950236834112903,0.3348210782964631
2022-09-04 13:30:46+00:00,12.97186276,,,,,34.89241065179684,0.0,0.39498491406612163,0.44950986044771307
2022-09-04 13:30:48+00:00,12.77308425,,,,,34.5251925457535,0.0,0.39494655274107077,0.5176200998844558
2022-09-04 13:30:50+00:00,12.60375802,,,,,34.20954853656875,0.0,0.3949085421315857,0.5602166859847865
2022-09-04 13:30:52+00:00,12.45504311,,,,,33.930147505410254,0.0,0.3948708419676908,0.5877680462235753
2022-09-04 13:30:54+00:00,12.32124735,,,,,33.78339988217709,0.0,0.3948333048567106,0.603890809065634
2022-09-04 13:30:56+00:00,12.19849124,,,,,33.65232666458039,0.0,0.3947959133826388,0.6136012447230135
2022-09-04 13:30:58+00:00,12.08401721,,,,,33.5286369178466,0.0,0.39475865934161897,0.6189150830228437
2022-09-04 13:31:00+00:00,11.97580853,,,,,33.41039902846817,0.0,0.39472153667603177,0.6210729913554167
2022-09-04 13:31:02+00:00,11.87236314,,,,,33.296148563369435,0.0,0.3946845409554058,0.6209223872750164
2022-09-04 13:31:04+00:00,11.77254972,,,,,33.18476345130449,0.0,0.39464766899601544,0.6190652254795181
2022-09-04 13:31:06+00:00,11.67551038,,,,,33.075378352974695,0.0,0.39461091857562325,0.6159405554736362
2022-09-04 13:31:08+00:00,11.580592,,,,,32.96732322626169,0.0,0.39457428821648294,0.6118740938433797
2022-09-04 13:31:10+00:00,11.48729616,,,,,32.86007770598943,0.0,0.39453777701903187,0.6071100412831271
2022-09-04 13:31:12+00:00,11.395242,,,,,32.753236680877976,0.0,0.3945013845338309,0.6018326562510995
2022-09-04 13:31:14+00:00,11.30413824,,,,,32.64648392038294,0.0,0.3944651106628082,0.5961814934655533
2022-09-04 13:31:16+00:00,11.21376202,,,,,32.53957183181624,0.0,0.39442895558299507,0.5902624840563049
2022-09-04 13:31:18+00:00,11.12394276,,,,,32.43230579369381,0.0,0.39439291968766876,0.5841561329283302
2022-09-04 13:31:20+00:00,11.03454991,,,,,32.324532122624,0.0,0.39435700354086584,0.5779236509354101
2022-09-04 13:31:22+00:00,10.94548352,,,,,32.21612868311564,0.0,0.39432120784232905,0.5716115736418025
2022-09-04 13:31:24+00:00,10.85666707,,,,,32.10699767303719,0.0,0.3942855334004701,0.5652552695307578
2022-09-04 13:31:26+00:00,10.76804197,,,,,31.997060025602202,0.0,0.3942499811115528,0.5588816085763031
2022-09-04 13:31:28+00:00,10.67956338,,,,,31.886251115820624,0.0,0.39421455194364635,0.5525109700951225
2022-09-04 13:31:30+00:00,10.59119697,,,,,31.774517389658783,0.0,0.3941792469243245,0.5461587849323573
2022-09-04 13:31:32+00:00,10.50291643,,,,,31.66181374338208,0.0,0.3941440671312763,0.5398367125199698
2022-09-04 13:31:34+00:00,10.41470164,,,,,31.548101593549944,0.0,0.39410901368506124,0.5335535480437547
2022-09-04 13:31:36+00:00,10.32653719,,,,,31.4333472835996,0.0,0.394074087743635,0.527315887037942
2022-09-04 13:31:38+00:00,10.23841129,,,,,31.31752090582617,0.0,0.3940392904981841,0.5211286481901647
2022-09-04 13:31:40+00:00,10.15031489,,,,,31.200595329506104,0.0,0.3940046231700402,0.514995473516838
2022-09-04 13:31:42+00:00,10.06224109,,,,,31.082545558740343,0.0,0.39397008700830827,0.5089190351305295
2022-09-04 13:31:44+00:00,9.974184584,,,,,30.963348095920413,0.0,0.39393568328820167,0.5029012613667138
2022-09-04 13:31:46+00:00,9.886141322,,,,,30.842980564803565,0.0,0.39390141330979633,0.496943511454884
2022-09-04 13:31:48+00:00,9.7981082,,,,,30.721421348514998,0.0,0.3938672783971869,0.49104671640281716
2022-09-04 13:31:50+00:00,9.71008284,,,,,30.59864933088181,0.0,0.3938332798979303,0.48521147400559883
2022-09-04 13:31:52+00:00,9.622063425,,,,,30.474643699289572,0.0,0.3937994191827089,0.47943813159723736
2022-09-04 13:31:54+00:00,9.53404856,,,,,30.3493837722649,0.0,0.39376569764518415,0.4737268449210409
2022-09-04 13:31:56+00:00,9.446037178,,,,,30.222848881237976,0.0,0.39373211670198277,0.468077622882501
2022-09-04 13:31:58+00:00,9.358028465,,,,,30.095018272628238,0.0,0.39369867779279094,0.46249036381041553
2022-09-04 13:32:00+00:00,9.270021793,,,,,29.96587101563559,0.0,0.3936653823805513,0.45696487929256696
2022-09-04 13:32:02+00:00,9.182016686,,,,,29.835385953524757,0.0,0.3936322319517141,0.45150091668515246
2022-09-04 13:32:04+00:00,9.094012775,,,,,29.70354163543037,0.0,0.3935992280165636,0.44609817384055905
2022-09-04 13:32:06+00:00,9.006009781,,,,,29.570316286656574,0.0,0.39356637210957846,0.44075631096459766
2022-09-04 13:32:08+00:00,8.918007488,,,,,29.435687761959063,0.0,0.39353366578984295,0.4354749598891746
2022-09-04 13:32:10+00:00,8.830005733,,,,,29.299633522543342,0.0,0.3935011106414846,0.43025372937658524
2022-09-04 13:32:12+00:00,8.74200439,,,,,29.16213060247913,0.0,0.3934687082741485,0.42509221162398675
