date,spd
2022-09-04 13:33:02.385000+00:00,0.245
2022-09-04 13:33:02.489000+00:00,0.19
2022-09-04 13:33:02.593000+00:00,0.33
2022-09-04 13:33:02.697000+00:00,0.385
2022-09-04 13:33:02.801000+00:00,0.4
2022-09-04 13:33:02.906000+00:00,0.485
2022-09-04 13:33:03.010000+00:00,0.52
2022-09-04 13:33:03.114000+00:00,0.79
2022-09-04 13:33:03.218000+00:00,0.775
2022-09-04 13:33:03.296000+00:00,0.65
2022-09-04 13:33:03.376000+00:00,0.73
2022-09-04 13:33:03.486000+00:00,0.585
2022-09-04 13:33:03.596000+00:00,0.575
2022-09-04 13:33:03.706000+00:00,0.555
2022-09-04 13:33:03.789000+00:00,0.51
2022-09-04 13:33:03.871000+00:00,0.535
2022-09-04 13:33:03.981000+00:00,0.57
2022-09-04 13:33:04.091000+00:00,0.58
2022-09-04 13:33:04.201000+00:00,0.55
2022-09-04 13:33:04.284000+00:00,0.57
2022-09-04 13:33:04.366000+00:00,0.635
2022-09-04 13:33:04.476000+00:00,0.66
2022-09-04 13:33:04.586000+00:00,0.72
2022-09-04 13:33:04.696000+00:00,0.655
2022-09-04 13:33:04.779000+00:00,0.47
2022-09-04 13:33:04.861000+00:00,0.575
2022-09-04 13:33:04.971000+00:00,0.67
2022-09-04 13:33:05.081000+00:00,0.67
2022-09-04 13:33:05.191000+00:00,0.73
2022-09-04 13:33:05.274000+00:00,0.67
2022-09-04 13:33:05.358000+00:00,0.68
2022-09-04 13:33:05.474000+00:00,0.65
2022-09-04 13:33:05.590000+00:00,0.615
2022-09-04 13:33:05.706000+00:00,0.6
2022-09-04 13:33:05.793000+00:00,0.74
2022-09-04 13:33:05.880000+00:00,0.645
2022-09-04 13:33:05.996000+00:00,0.68
2022-09-04 13:33:06.112000+00:00,0.815
2022-09-04 13:33:06.228000+00:00,0.745
2022-09-04 13:33:06.315000+00:00,0.6
2022-09-04 13:33:06.399000+00:00,0.525
2022-09-04 13:33:06.503000+00:00,0.5
2022-09-04 13:33:06.607000+00:00,0.56
2022-09-04 13:33:06.711000+00:00,0.44
2022-09-04 13:33:06.789000+00:00,0.32
2022-09-04 13:33:06.867000+00:00,0.25
2022-09-04 13:33:06.971000+00:00,0.285
2022-09-04 13:33:07.075000+00:00,0.31
2022-09-04 13:33:07.179000+00:00,0.125
2022-09-04 13:33:07.257000+00:00,0.05
2022-09-04 13:33:07.336000+00:00,0.085
2022-09-04 13:33:07.446000+00:00,0.22
2022-09-04 13:33:07.556000+00:00,0.185
2022-09-04 13:33:07.666000+00:00,0.09
2022-09-04 13:33:07.776000+00:00,0.215
2022-09-04 13:33:07.886000+00:00,0.105
2022-09-04 13:33:07.996000+00:00,0.11
2022-09-04 13:33:08.106000+00:00,0.095
2022-09-04 13:33:08.189000+00:00,0.08
2022-09-04 13:33:08.271000+00:00,0.1
2022-09-04 13:33:08.381000+00:00,0.115
2022-09-04 13:33:08.491000+00:00,0.165
2022-09-04 13:33:08.601000+00:00,0.115
2022-09-04 13:33:08.711000+00:00,0.015
2022-09-04 13:33:08.794000+00:00,0.06
2022-09-04 13:33:08.876000+00:00,0.085
2022-09-04 13:33:08.986000+00:00,0.075
2022-09-04 13:33:09.096000+00:00,0.035
2022-09-04 13:33:09.206000+00:00,0.03
2022-09-04 13:33:09.289000+00:00,0.03
2022-09-04 13:33:09.371000+00:00,0.07
2022-09-04 13:33:09.481000+00:00,0.155
2022-09-04 13:33:09.591000+00:00,0.335
2022-09-04 13:33:09.701000+00:00,0.35
2022-09-04 13:33:09.784000+00:00,0.3
2022-09-04 13:33:09.866000+00:00,0.32
2022-09-04 13:33:09.976000+00:00,0.22
2022-09-04 13:33:10.086000+00:00,0.15
2022-09-04 13:33:10.196000+00:00,0.175
2022-09-04 13:33:10.279000+00:00,0.16
2022-09-04 13:33:10.363000+00:00,0.15
2022-09-04 13:33:10.479000+00:00,0.21
2022-09-04 13:33:10.595000+00:00,0.2
2022-09-04 13:33:10.711000+00:00,0.125
2022-09-04 13:33:10.798000+00:00,0.13
2022-09-04 13:33:10.885000+00:00,0.145
2022-09-04 13:33:11.001000+00:00,0.175
2022-09-04 13:33:11.117000+00:00,0.09
2022-09-04 13:33:11.233000+00:00,0.095
2022-09-04 13:33:11.320000+00:00,0.1
2022-09-04 13:33:11.409000+00:00,0.055
2022-09-04 13:33:11.533000+00:00,0.07
2022-09-04 13:33:11.626000+00:00,0.05
2022-09-04 13:33:11.719000+00:00,0.065
2022-09-04 13:33:11.812000+00:00,0.05
2022-09-04 13:33:11.904000+00:00,0.095
2022-09-04 13:33:12.028000+00:00,0.21
2022-09-04 13:33:12.121000+00:00,0.3
2022-09-04 13:33:12.214000+00:00,0.35
2022-09-04 13:33:12.307000+00:00,0.24
2022-09-04 13:33:15.368000+00:00,0.21
2022-09-04 13:33:15.484000+00:00,0.15
2022-09-04 13:33:15.600000+00:00,0.17
2022-09-04 13:33:15.687000+00:00,0.13
2022-09-04 13:33:15.774000+00:00,0.11
2022-09-04 13:33:15.890000+00:00,0.115
2022-09-04 13:33:16.006000+00:00,0.085
2022-09-04 13:33:16.122000+00:00,0.115
2022-09-04 13:33:16.209000+00:00,0.09
2022-09-04 13:33:16.296000+00:00,0.105
2022-09-04 13:33:16.411000+00:00,0.1
2022-09-04 13:33:16.521000+00:00,0.115
2022-09-04 13:33:16.631000+00:00,0.23
2022-09-04 13:33:16.714000+00:00,0.28
2022-09-04 13:33:16.796000+00:00,0.425
2022-09-04 13:33:16.906000+00:00,0.4
2022-09-04 13:33:17.016000+00:00,0.365
2022-09-04 13:33:17.126000+00:00,0.425
2022-09-04 13:33:17.209000+00:00,0.51
2022-09-04 13:33:17.291000+00:00,0.605
2022-09-04 13:33:28.401000+00:00,0.165
2022-09-04 13:33:28.511000+00:00,0.13
2022-09-04 13:33:28.594000+00:00,0.14
2022-09-04 13:33:28.676000+00:00,0.15
2022-09-04 13:33:28.786000+00:00,0.145
2022-09-04 13:33:28.896000+00:00,0.135
2022-09-04 13:33:29.006000+00:00,0.15
2022-09-04 13:33:29.089000+00:00,0.16
2022-09-04 13:33:29.171000+00:00,0.17
2022-09-04 13:33:29.281000+00:00,0.2
2022-09-04 13:33:29.391000+00:00,0.215
2022-09-04 13:33:29.501000+00:00,0.22
2022-09-04 13:33:29.611000+00:00,0.215
2022-09-04 13:33:29.721000+00:00,0.22
2022-09-04 13:33:29.804000+00:00,0.22
2022-09-04 13:33:29.886000+00:00,0.255
2022-09-04 13:33:29.996000+00:00,0.255
2022-09-04 13:33:30.106000+00:00,0.245
2022-09-04 13:33:30.216000+00:00,0.23
2022-09-04 13:33:30.326000+00:00,0.175
2022-09-04 13:33:30.436000+00:00,0.155
2022-09-04 13:33:30.546000+00:00,0.175
2022-09-04 13:33:30.629000+00:00,0.2
2022-09-04 13:33:30.711000+00:00,0.22
2022-09-04 13:33:30.821000+00:00,0.19
2022-09-04 13:33:30.931000+00:00,0.195
2022-09-04 13:33:31.041000+00:00,0.23
2022-09-04 13:33:31.124000+00:00,0.23
2022-09-04 13:33:31.206000+00:00,0.26
2022-09-04 13:33:31.316000+00:00,0.24
2022-09-04 13:33:31.426000+00:00,0.27
2022-09-04 13:33:31.536000+00:00,0.31
2022-09-04 13:33:31.619000+00:00,0.34
2022-09-04 13:33:31.701000+00:00,0.305
2022-09-04 13:33:31.811000+00:00,0.22
2022-09-04 13:33:31.921000+00:00,0.18
2022-09-04 13:33:32.031000+00:00,0.2
2022-09-04 13:33:32.114000+00:00,0.21
2022-09-04 13:33:32.196000+00:00,0.28
2022-09-04 13:33:32.306000+00:00,0.305
2022-09-04 13:33:32.416000+00:00,0.375
2022-09-04 13:33:32.526000+00:00,0.335
2022-09-04 13:33:32.609000+00:00,0.34
2022-09-04 13:33:32.691000+00:00,0.38
2022-09-04 13:33:32.801000+00:00,0.465
2022-09-04 13:33:32.911000+00:00,0.63
2022-09-04 13:33:33.021000+00:00,0.605
2022-09-04 13:33:33.104000+00:00,0.55
2022-09-04 13:33:33.186000+00:00,0.475
2022-09-04 13:33:33.296000+00:00,0.46
2022-09-04 13:33:33.405000+00:00,0.41
2022-09-04 13:33:33.509000+00:00,0.36
2022-09-04 13:33:33.613000+00:00,0.335
2022-09-04 13:33:33.691000+00:00,0.34
2022-09-04 13:33:33.769000+00:00,0.35
2022-09-04 13:33:33.873000+00:00,0.315
2022-09-04 13:33:33.978000+00:00,0.295
2022-09-04 13:33:34.082000+00:00,0.285
2022-09-04 13:33:34.186000+00:00,0.275
2022-09-04 13:33:34.290000+00:00,0.25
2022-09-04 13:33:34.396000+00:00,0.22
2022-09-04 13:33:34.479000+00:00,0.2
2022-09-04 13:33:34.561000+00:00,0.16
2022-09-04 13:33:34.671000+00:00,0.135
2022-09-04 13:33:34.781000+00:00,0.16
2022-09-04 13:33:34.891000+00:00,0.2
2022-09-04 13:33:34.974000+00:00,0.24
2022-09-04 13:33:35.056000+00:00,0.16
2022-09-04 13:33:35.166000+00:00,0.145
2022-09-04 13:33:35.276000+00:00,0.15
2022-09-04 13:33:35.388000+00:00,0.12
2022-09-04 13:33:35.475000+00:00,0.08
2022-09-04 13:33:35.562000+00:00,0.095
2022-09-04 13:33:35.678000+00:00,0.16
2022-09-04 13:33:35.794000+00:00,0.185
2022-09-04 13:33:35.910000+00:00,0.11
2022-09-04 13:33:35.997000+00:00,0.07
2022-09-04 13:33:36.084000+00:00,0.145
2022-09-04 13:33:36.200000+00:00,0.145
2022-09-04 13:33:36.316000+00:00,0.105
2022-09-04 13:33:36.431000+00:00,0.1
2022-09-04 13:33:36.514000+00:00,0.13
2022-09-04 13:33:36.596000+00:00,0.135
2022-09-04 13:33:36.706000+00:00,0.115
2022-09-04 13:33:36.816000+00:00,0.095
2022-09-04 13:33:36.926000+00:00,0.12
2022-09-04 13:33:37.009000+00:00,0.19
2022-09-04 13:33:37.091000+00:00,0.155
2022-09-04 13:33:37.201000+00:00,0.07
2022-09-04 13:33:37.311000+00:00,0.13
2022-09-04 13:33:37.420000+00:00,0.125
2022-09-04 13:33:37.524000+00:00,0.18
2022-09-04 13:33:37.602000+00:00,0.17
2022-09-04 13:33:37.680000+00:00,0.14
2022-09-04 13:33:37.784000+00:00,0.125
2022-09-04 13:33:37.888000+00:00,0.125
2022-09-04 13:33:37.993000+00:00,0.12
2022-09-04 13:33:38.097000+00:00,0.06
2022-09-04 13:33:38.201000+00:00,0.09
2022-09-04 13:33:38.305000+00:00,0.09
2022-09-04 13:33:38.411000+00:00,0.045
2022-09-04 13:33:38.494000+00:00,0.13
2022-09-04 13:33:38.576000+00:00,0.12
2022-09-04 13:33:38.686000+00:00,0.115
2022-09-04 13:33:38.796000+00:00,0.125
2022-09-04 13:33:38.906000+00:00,0.055
2022-09-04 13:33:38.989000+00:00,0.06
2022-09-04 13:33:39.071000+00:00,0.07
2022-09-04 13:33:39.181000+00:00,0.09
2022-09-04 13:33:39.291000+00:00,0.1
2022-09-04 13:33:39.401000+00:00,0.1
2022-09-04 13:33:39.484000+00:00,0.05
2022-09-04 13:33:39.566000+00:00,0.1
2022-09-04 13:33:39.676000+00:00,0.115
2022-09-04 13:33:39.786000+00:00,0.105
2022-09-04 13:33:39.896000+00:00,0.07
2022-09-04 13:33:39.979000+00:00,0.07
2022-09-04 13:33:40.061000+00:00,0.075
2022-09-04 13:33:40.171000+00:00,0.135
2022-09-04 13:33:40.281000+00:00,0.065
2022-09-04 13:33:58.299000+00:00,0.38
2022-09-04 13:33:58.377000+00:00,0.235
2022-09-04 13:33:58.491000+00:00,0.12
2022-09-04 13:33:58.607000+00:00,0.1
2022-09-04 13:33:58.723000+00:00,0.14
2022-09-04 13:33:58.810000+00:00,0.17
2022-09-04 13:33:58.897000+00:00,0.2
2022-09-04 13:33:59.013000+00:00,0.19
2022-09-04 13:33:59.129000+00:00,0.205
2022-09-04 13:33:59.245000+00:00,0.125
2022-09-04 13:33:59.332000+00:00,0.1
2022-09-04 13:33:59.419000+00:00,0.15
2022-09-04 13:33:59.531000+00:00,0.19
2022-09-04 13:33:59.641000+00:00,0.21
2022-09-04 13:33:59.751000+00:00,0.205
2022-09-04 13:33:59.834000+00:00,0.31
2022-09-04 13:33:59.916000+00:00,0.345
2022-09-04 13:34:00.026000+00:00,0.49
2022-09-04 13:34:00.136000+00:00,0.58
2022-09-04 13:34:00.246000+00:00,0.555
2022-09-04 13:34:00.329000+00:00,0.43
2022-09-04 13:34:00.411000+00:00,0.355
2022-09-04 13:34:00.521000+00:00,0.385
2022-09-04 13:34:00.631000+00:00,0.365
2022-09-04 13:34:00.741000+00:00,0.385
2022-09-04 13:34:00.824000+00:00,0.32
2022-09-04 13:34:00.906000+00:00,0.2
2022-09-04 13:34:01.016000+00:00,0.165
2022-09-04 13:34:01.126000+00:00,0.175
2022-09-04 13:34:01.236000+00:00,0.195
2022-09-04 13:34:01.319000+00:00,0.2
2022-09-04 13:34:01.401000+00:00,0.26
2022-09-04 13:34:01.502000+00:00,0.31
2022-09-04 13:34:01.600000+00:00,0.295
2022-09-04 13:34:01.699000+00:00,0.225
2022-09-04 13:34:01.797000+00:00,0.21
2022-09-04 13:34:01.896000+00:00,0.21
2022-09-04 13:34:01.994000+00:00,0.235
2022-09-04 13:34:02.092000+00:00,0.205
2022-09-04 13:34:02.167000+00:00,0.18
2022-09-04 13:34:02.240000+00:00,0.2
2022-09-04 13:34:02.339000+00:00,0.205
2022-09-04 13:34:02.455000+00:00,0.22
2022-09-04 13:34:02.578000+00:00,0.235
2022-09-04 13:34:02.671000+00:00,0.17
2022-09-04 13:34:02.763000+00:00,0.165
2022-09-04 13:34:02.886000+00:00,0.14
2022-09-04 13:34:02.978000+00:00,0.14
2022-09-04 13:34:03.070000+00:00,0.145
2022-09-04 13:34:03.193000+00:00,0.17
2022-09-04 13:34:03.286000+00:00,0.13
2022-09-04 13:34:03.378000+00:00,0.115
2022-09-04 13:34:03.491000+00:00,0.125
2022-09-04 13:34:03.601000+00:00,0.22
2022-09-04 13:34:03.711000+00:00,0.16
2022-09-04 13:34:03.821000+00:00,0.155
2022-09-04 13:34:03.931000+00:00,0.14
2022-09-04 13:34:04.041000+00:00,0.05
2022-09-04 13:34:04.124000+00:00,0.04
2022-09-04 13:34:04.206000+00:00,0.085
2022-09-04 13:34:04.316000+00:00,0.105
2022-09-04 13:34:04.426000+00:00,0.075
2022-09-04 13:34:04.531000+00:00,0.07
2022-09-04 13:34:04.635000+00:00,0.175
2022-09-04 13:34:04.739000+00:00,0.23
2022-09-04 13:34:04.817000+00:00,0.23
2022-09-04 13:34:04.895000+00:00,0.18
2022-09-04 13:34:04.999000+00:00,0.185
2022-09-04 13:34:05.103000+00:00,0.165
2022-09-04 13:34:05.207000+00:00,0.14
2022-09-04 13:34:05.285000+00:00,0.16
2022-09-04 13:34:05.363000+00:00,0.35
2022-09-04 13:34:05.471000+00:00,0.29
2022-09-04 13:34:05.581000+00:00,0.285
2022-09-04 13:34:05.691000+00:00,0.325
2022-09-04 13:34:05.774000+00:00,0.27
2022-09-04 13:34:05.856000+00:00,0.26
2022-09-04 13:34:05.966000+00:00,0.19
2022-09-04 13:34:06.076000+00:00,0.18
2022-09-04 13:34:06.186000+00:00,0.15
2022-09-04 13:34:06.269000+00:00,0.15
2022-09-04 13:34:06.351000+00:00,0.105
2022-09-04 13:34:06.461000+00:00,0.045
2022-09-04 13:34:06.571000+00:00,0.055
2022-09-04 13:34:06.681000+00:00,0.085
2022-09-04 13:34:06.764000+00:00,0.06
2022-09-04 13:34:06.846000+00:00,0.045
2022-09-04 13:34:06.956000+00:00,0.085
2022-09-04 13:34:07.066000+00:00,0.03
2022-09-04 13:34:07.149000+00:00,0.03
2022-09-04 13:34:07.231000+00:00,0.035
2022-09-04 13:34:07.341000+00:00,0.095
2022-09-04 13:34:07.451000+00:00,0.075
2022-09-04 13:34:07.561000+00:00,0.04
2022-09-04 13:34:07.671000+00:00,0.085
2022-09-04 13:34:07.781000+00:00,0.18
2022-09-04 13:34:07.891000+00:00,0.22
2022-09-04 13:34:08.001000+00:00,0.22
2022-09-04 13:34:08.084000+00:00,0.26
2022-09-04 13:34:08.166000+00:00,0.145
2022-09-04 13:34:08.276000+00:00,0.105
2022-09-04 13:34:08.386000+00:00,0.145
2022-09-04 13:34:08.501000+00:00,0.2
2022-09-04 13:34:08.588000+00:00,0.25
2022-09-04 13:34:08.675000+00:00,0.17
2022-09-04 13:34:08.792000+00:00,0.135
2022-09-04 13:34:08.908000+00:00,0.27
2022-09-04 13:34:08.996000+00:00,0.28
2022-09-04 13:34:09.083000+00:00,0.17
2022-09-04 13:34:09.200000+00:00,0.145
2022-09-04 13:34:09.287000+00:00,0.32
2022-09-04 13:34:09.374000+00:00,0.16
2022-09-04 13:34:09.482000+00:00,0.08
2022-09-04 13:34:09.586000+00:00,0.07
2022-09-04 13:34:09.690000+00:00,0.17
2022-09-04 13:34:09.794000+00:00,0.195
2022-09-04 13:34:09.898000+00:00,0.095
2022-09-04 13:34:09.977000+00:00,0.1
2022-09-04 13:34:10.055000+00:00,0.155
2022-09-04 13:34:10.159000+00:00,0.075
2022-09-04 13:34:10.263000+00:00,0.06
2022-09-04 13:34:10.367000+00:00,0.035
2022-09-04 13:34:10.481000+00:00,0.07
2022-09-04 13:34:10.597000+00:00,0.09
2022-09-04 13:34:10.684000+00:00,0.16
2022-09-04 13:34:10.771000+00:00,0.085
2022-09-04 13:34:10.887000+00:00,0.04
2022-09-04 13:34:11.003000+00:00,0.055
2022-09-04 13:34:11.119000+00:00,0.1
2022-09-04 13:34:11.206000+00:00,0.16
2022-09-04 13:34:11.293000+00:00,0.195
2022-09-04 13:34:11.409000+00:00,0.265
2022-09-04 13:34:11.517000+00:00,0.26
2022-09-04 13:34:11.621000+00:00,0.165
2022-09-04 13:34:11.725000+00:00,0.225
2022-09-04 13:34:11.829000+00:00,0.05
2022-09-04 13:34:11.933000+00:00,0.095
2022-09-04 13:34:12.012000+00:00,0.1
2022-09-04 13:34:12.090000+00:00,0.085
2022-09-04 13:34:12.194000+00:00,0.045
2022-09-04 13:34:12.298000+00:00,0.135
2022-09-04 13:34:12.402000+00:00,0.095
2022-09-04 13:34:12.511000+00:00,0.1
2022-09-04 13:34:12.621000+00:00,0.1
2022-09-04 13:34:12.704000+00:00,0.11
2022-09-04 13:34:12.786000+00:00,0.09
2022-09-04 13:34:12.896000+00:00,0.19
2022-09-04 13:34:13.006000+00:00,0.17
2022-09-04 13:34:13.116000+00:00,0.08
2022-09-04 13:34:13.199000+00:00,0.15
2022-09-04 13:34:13.281000+00:00,0.175
2022-09-04 13:34:13.391000+00:00,0.275
2022-09-04 13:34:13.501000+00:00,0.215
2022-09-04 13:34:13.611000+00:00,0.145
2022-09-04 13:34:13.694000+00:00,0.1
2022-09-04 13:34:13.776000+00:00,0.12
2022-09-04 13:34:13.886000+00:00,0.13
2022-09-04 13:34:13.996000+00:00,0.145
2022-09-04 13:34:14.106000+00:00,0.075
2022-09-04 13:34:14.189000+00:00,0.1
2022-09-04 13:34:14.271000+00:00,0.2
2022-09-04 13:34:14.381000+00:00,0.135
2022-09-04 13:34:14.491000+00:00,0.135
2022-09-04 13:34:14.601000+00:00,0.1
2022-09-04 13:34:14.684000+00:00,0.08
2022-09-04 13:34:14.766000+00:00,0.18
2022-09-04 13:34:14.876000+00:00,0.19
2022-09-04 13:34:14.986000+00:00,0.04
2022-09-04 13:34:15.096000+00:00,0.23
2022-09-04 13:34:15.179000+00:00,0.27
2022-09-04 13:34:15.261000+00:00,0.14
2022-09-04 13:34:15.371000+00:00,0.155
2022-09-04 13:34:15.486000+00:00,0.16
2022-09-04 13:34:15.602000+00:00,0.195
2022-09-04 13:34:15.689000+00:00,0.17
2022-09-04 13:34:15.776000+00:00,0.085
2022-09-04 13:34:15.892000+00:00,0.225
2022-09-04 13:34:16.008000+00:00,0.085
2022-09-04 13:34:16.124000+00:00,0.16
2022-09-04 13:34:16.211000+00:00,0.19
2022-09-04 13:34:16.298000+00:00,0.1
2022-09-04 13:34:16.414000+00:00,0.05
2022-09-04 13:34:16.526000+00:00,0.065
2022-09-04 13:34:16.636000+00:00,0.2
2022-09-04 13:34:16.719000+00:00,0.28
2022-09-04 13:34:16.801000+00:00,0.3
2022-09-04 13:34:16.911000+00:00,0.31
2022-09-04 13:34:17.021000+00:00,0.16
2022-09-04 13:34:17.131000+00:00,0.165
2022-09-04 13:34:17.214000+00:00,0.26
2022-09-04 13:34:17.296000+00:00,0.29
2022-09-04 13:34:17.406000+00:00,0.44
2022-09-04 13:34:17.512000+00:00,0.45
2022-09-04 13:34:17.616000+00:00,0.43
2022-09-04 13:34:17.720000+00:00,0.405
2022-09-04 13:34:17.824000+00:00,0.365
2022-09-04 13:34:17.902000+00:00,0.16
2022-09-04 13:34:17.981000+00:00,0.14
2022-09-04 13:34:18.085000+00:00,0.34
2022-09-04 13:34:18.189000+00:00,0.53
2022-09-04 13:34:18.293000+00:00,0.595
2022-09-04 13:34:18.397000+00:00,0.68
2022-09-04 13:34:18.511000+00:00,0.6
2022-09-04 13:34:18.598000+00:00,0.53
2022-09-04 13:34:18.685000+00:00,0.515
2022-09-04 13:34:18.801000+00:00,0.44
2022-09-04 13:34:18.917000+00:00,0.32
2022-09-04 13:34:19.033000+00:00,0.39
2022-09-04 13:34:19.120000+00:00,0.41
2022-09-04 13:34:19.207000+00:00,0.535
2022-09-04 13:34:19.323000+00:00,0.755
2022-09-04 13:34:19.439000+00:00,0.875
2022-09-04 13:34:19.546000+00:00,0.89
2022-09-04 13:34:19.624000+00:00,0.99
2022-09-04 13:34:19.702000+00:00,0.995
2022-09-04 13:34:19.806000+00:00,0.98
2022-09-04 13:34:19.910000+00:00,1
2022-09-04 13:34:20.014000+00:00,1.115
2022-09-04 13:34:20.092000+00:00,1.04
2022-09-04 13:34:20.170000+00:00,1.07
2022-09-04 13:34:20.274000+00:00,1.165
2022-09-04 13:34:20.378000+00:00,1.205
2022-09-04 13:34:20.486000+00:00,1.21
2022-09-04 13:34:20.569000+00:00,1.28
2022-09-04 13:34:20.651000+00:00,1.28
2022-09-04 13:34:20.761000+00:00,1.23
2022-09-04 13:34:20.871000+00:00,1.035
2022-09-04 13:34:20.981000+00:00,1.05
2022-09-04 13:34:21.064000+00:00,1.1
2022-09-04 13:34:21.146000+00:00,1.145
2022-09-04 13:34:21.256000+00:00,1.055
2022-09-04 13:34:21.366000+00:00,1.08
2022-09-04 13:34:21.476000+00:00,1.305
2022-09-04 13:34:21.559000+00:00,1.37
2022-09-04 13:34:21.641000+00:00,1.25
2022-09-04 13:34:21.751000+00:00,1.1
2022-09-04 13:34:21.861000+00:00,1.17
2022-09-04 13:34:21.971000+00:00,1.27
2022-09-04 13:34:22.054000+00:00,1.25
2022-09-04 13:34:22.136000+00:00,1.245
2022-09-04 13:34:22.246000+00:00,1.22
2022-09-04 13:34:22.356000+00:00,1.14
2022-09-04 13:34:22.471000+00:00,1.2
2022-09-04 13:34:22.558000+00:00,1.18
2022-09-04 13:34:22.645000+00:00,1.185
2022-09-04 13:34:22.761000+00:00,1.275
2022-09-04 13:34:22.877000+00:00,1.355
2022-09-04 13:34:22.993000+00:00,1.345
2022-09-04 13:34:23.080000+00:00,1.41
2022-09-04 13:34:23.167000+00:00,1.34
2022-09-04 13:34:23.283000+00:00,1.335
2022-09-04 13:34:23.399000+00:00,1.285
2022-09-04 13:34:23.511000+00:00,1.295
2022-09-04 13:34:23.594000+00:00,1.32
2022-09-04 13:34:23.676000+00:00,1.37
2022-09-04 13:34:23.786000+00:00,1.37
2022-09-04 13:34:23.896000+00:00,1.27
2022-09-04 13:34:24.006000+00:00,1.3
2022-09-04 13:34:24.089000+00:00,1.31
2022-09-04 13:34:24.171000+00:00,1.34
2022-09-04 13:34:24.281000+00:00,1.295
2022-09-04 13:34:24.391000+00:00,1.155
2022-09-04 13:34:24.506000+00:00,1.19
2022-09-04 13:34:24.593000+00:00,1.22
2022-09-04 13:34:24.680000+00:00,1.215
2022-09-04 13:34:24.796000+00:00,1.225
2022-09-04 13:34:24.912000+00:00,1.1
2022-09-04 13:34:25.028000+00:00,1.115
2022-09-04 13:34:25.115000+00:00,1.19
2022-09-04 13:34:25.202000+00:00,1.175
2022-09-04 13:34:25.318000+00:00,1.15
2022-09-04 13:34:25.434000+00:00,1
2022-09-04 13:34:25.537000+00:00,0.89
2022-09-04 13:34:25.635000+00:00,0.87
2022-09-04 13:34:25.710000+00:00,0.83
2022-09-04 13:34:25.783000+00:00,0.885
2022-09-04 13:34:25.881000+00:00,0.95
2022-09-04 13:34:25.980000+00:00,0.95
2022-09-04 13:34:26.078000+00:00,0.805
2022-09-04 13:34:26.177000+00:00,0.605
2022-09-04 13:34:26.275000+00:00,0.545
2022-09-04 13:34:26.374000+00:00,0.545
2022-09-04 13:34:26.481000+00:00,0.52
2022-09-04 13:34:26.564000+00:00,0.52
2022-09-04 13:34:26.646000+00:00,0.65
2022-09-04 13:34:26.756000+00:00,0.75
2022-09-04 13:34:26.866000+00:00,0.66
2022-09-04 13:34:26.976000+00:00,0.645
2022-09-04 13:34:27.059000+00:00,0.52
2022-09-04 13:34:27.141000+00:00,0.56
2022-09-04 13:34:27.251000+00:00,0.58
2022-09-04 13:34:27.361000+00:00,0.375
2022-09-04 13:34:27.476000+00:00,0.275
2022-09-04 13:34:27.563000+00:00,0.26
2022-09-04 13:34:27.650000+00:00,0.24
2022-09-04 13:34:27.766000+00:00,0.25
2022-09-04 13:34:27.882000+00:00,0.255
2022-09-04 13:34:27.998000+00:00,0.135
2022-09-04 13:34:28.085000+00:00,0.16
2022-09-04 13:34:28.172000+00:00,0.245
2022-09-04 13:34:28.288000+00:00,0.445
2022-09-04 13:34:28.404000+00:00,0.425
2022-09-04 13:34:28.516000+00:00,0.395
2022-09-04 13:34:28.599000+00:00,0.44
2022-09-04 13:34:28.681000+00:00,0.425
2022-09-04 13:34:28.791000+00:00,0.37
2022-09-04 13:34:28.901000+00:00,0.265
2022-09-04 13:34:29.011000+00:00,0.335
2022-09-04 13:34:29.094000+00:00,0.21
2022-09-04 13:34:29.176000+00:00,0.13
2022-09-04 13:34:29.286000+00:00,0.08
2022-09-04 13:34:29.396000+00:00,0.145
2022-09-04 13:34:29.506000+00:00,0.095
2022-09-04 13:34:29.616000+00:00,0.07
2022-09-04 13:34:29.699000+00:00,0.13
2022-09-04 13:34:29.781000+00:00,0.185
2022-09-04 13:34:29.891000+00:00,0.07
2022-09-04 13:34:30.001000+00:00,0.08
2022-09-04 13:34:30.111000+00:00,0.125
2022-09-04 13:34:30.221000+00:00,0.09
2022-09-04 13:34:30.331000+00:00,0.05
2022-09-04 13:34:30.441000+00:00,0.075
2022-09-04 13:34:30.524000+00:00,0.03
2022-09-04 13:34:30.606000+00:00,0.07
2022-09-04 13:34:30.716000+00:00,0.095
2022-09-04 13:34:30.826000+00:00,0.145
2022-09-04 13:34:30.936000+00:00,0.09
2022-09-04 13:34:31.019000+00:00,0.04
2022-09-04 13:34:31.101000+00:00,0.05
2022-09-04 13:34:31.211000+00:00,0.075
2022-09-04 13:34:31.321000+00:00,0.085
2022-09-04 13:34:31.431000+00:00,0.1
2022-09-04 13:34:31.532000+00:00,0.115
2022-09-04 13:34:31.606000+00:00,0.16
2022-09-04 13:34:31.680000+00:00,0.14
2022-09-04 13:34:31.778000+00:00,0.095
2022-09-04 13:34:31.876000+00:00,0.045
2022-09-04 13:34:31.975000+00:00,0.04
2022-09-04 13:34:32.073000+00:00,0.07
2022-09-04 13:34:32.172000+00:00,0.05
2022-09-04 13:34:32.270000+00:00,0.06
2022-09-04 13:34:32.369000+00:00,0.085
2022-09-04 13:34:32.455000+00:00,0.03
